id,price,rating,review_count,is_closed,zip_code,epsg25832_latitude,epsg25832_longitude,epsg4326_latitude,epsg4326_longitude
27XEIdSwgG_KUeeh_0bc6w,n/a,5.0,1,False,20099,567259.1357280415,5934959.329034483,53.5592,10.0154
E2kx6U9o1gsZJ_AldOIIyQ,€,3.5,80,False,20099,567249.2971255917,5934506.209840393,53.555129,10.015154
F_OoSZriN8SCvfQar7wKmQ,€€€,3.5,3,False,20099,567313.5705860537,5934534.699073339,53.5553768,10.0161302
1fP2vUN90pWf65ZPmYUniw,€,4.0,1,False,20095,566552.5220389325,5934337.125257795,53.5536982,10.0046017
zMeLJEal_pXyZl73kpym8Q,€€,4.0,208,False,20099,566413.7604459864,5934301.989492724,53.5534,10.0025
wesbcFOHz7Gr7jIhXQypLA,€€,4.5,5,False,20095,566420.7474304684,5934071.115301677,53.5513242,10.0025564
yTKVZMtI5I9rBoNjNbTAqA,€,4.0,9,False,20099,566828.1162823894,5934580.11651376,53.555847,10.008813
zIN_J-FbrzftPPewvgIyXg,€,4.5,6,False,20099,566772.4745851557,5934245.2167859925,53.5528442705626,10.007901661377
O1rnd3lUQTyV8bO6AMMO_g,€€,5.0,2,False,20099,567357.1091290753,5934593.536797082,53.5559,10.0168
XTG8Tfp8KeiGXIRMCaVAow,€,4.0,23,False,20095,566459.3054166739,5933890.934861779,53.5497,10.0031
9K3uSrKIBl76QHxEAhed0A,n/a,3.5,4,False,20099,566733.7375332166,5934187.572509653,53.5523311351974,10.0073047372345
Vik53zQEqWIjJUWycpnFhA,€,4.5,3,False,20097,567897.5388317176,5933498.854823202,53.5459923,10.024719
Jv-kjcFG1D9IUCf9ucp3nA,€,4.0,38,False,20099,566811.7453682425,5934505.667931137,53.55518,10.00855
fYWE-_5tJ9uhBqNuA6-wcw,€€,3.0,7,False,20099,566836.0446078541,5934287.033885284,53.553212,10.00887
59OPROu_sozaLoR1lzGNAQ,n/a,4.5,4,False,20095,566500.6242964377,5933780.2478234405,53.5487,10.0037
PeHoShngzvnBbQXW16apmA,€€,3.5,20,False,20099,566856.0658113017,5934557.468603497,53.5556399,10.00923
8PRJy1G1LizfIuMa3ARqyA,€€€,4.0,9,False,20099,567008.7070711365,5934912.369828144,53.55881,10.0116099
mBH12Z5jxD6H0uWknLZwZw,€,4.5,26,False,20099,567236.8070264296,5934443.720268131,53.5545689950277,10.0149520486593
upZRHKVI7AzhG6RZGlZQSQ,n/a,2.5,2,False,20095,566507.0144652722,5933797.028250891,53.54885,10.0038
sddmE0Ee6yLcTbb0TlBJXg,€€€,4.0,132,False,20095,566657.28829607,5933543.112810522,53.5465489523933,10.0060135998539
Z1BBCzKDGogI7CPGyarNdA,€,3.5,3,False,20095,566614.8531706919,5933856.409305698,53.54937,10.00544
Jn_UsYkV5z5NDksmE8KpSA,€€,3.5,77,False,20099,567254.4763782519,5934449.647416759,53.55462,10.01522
qT2mlxx6qjOJZq9rapyd7A,€€,4.0,6,False,20097,567968.7288398335,5933609.849361115,53.54698061617,10.0258173421025
ha4VkuMb0QD3ZYbXFQZVTg,€,4.5,6,False,20537,568929.0727519364,5933570.300048241,53.5465,10.0403
0G2rFq7QBBFMnPHCMhg1RA,€€€,4.5,5,False,20099,567152.761192301,5934427.057338915,53.55443,10.01368
FS1bQeXRUMJR9O11ePI-QA,€€,3.5,6,False,20095,566681.6089622837,5934287.151499851,53.5532326953493,10.00653926108
