id,price,rating,review_cou,is_closed,zip_code,epsg25832_,epsg2583_1,epsg4326_l,epsg4326_1,Bezirk_Nam,Stadtteil,water_distance
9nxH2XceyoLqm7cYttMa1w,€,4.5,6,False,21147.0,558053.48765,5926039.37058,53.48013,9.874789999999999,Harburg,Neugraben-Fischbek,21.12907956081034
LqO9oPYXKNQxbKlkmyKReg,€€,4.5,30,False,21079.0,562133.71959,5927160.28488,53.489740000000005,9.93649,Harburg,Moorburg,220.9505854246304
aAKi6ncepOps5ayCZfZM8A,€€,4.5,13,False,21031.0,580039.5481199999,5928079.26352,53.495580000000004,10.206539999999999,Bergedorf,Lohbrügge,35.593036247205895
VL0pEEHT9ogmfMwXwD-5zw,€€,4.5,30,False,21029.0,581347.1861899999,5927400.303,53.48928000000001,10.22607,Bergedorf,Bergedorf,252.7945785134299
QmjFGY9B_GncEmCnrzLhNQ,€€,4.5,10,False,21029.0,580340.97809,5927540.77739,53.49069,10.21095,Bergedorf,Bergedorf,25.69529495021882
-y32zu4-y6NOWlPed6dNIQ,€€€,4.0,13,False,21029.0,581382.82963,5927748.54403,53.4924,10.2267,Bergedorf,Bergedorf,107.25329474209006
PdMnHFRCwzO1PGqvfCpnrg,,5.0,3,False,21033.0,579504.28413,5927783.34998,53.493,10.1984,Bergedorf,Lohbrügge,36.024863425037104
nPPmY-N0ALc-bfAz7huaQg,€,4.0,15,False,21031.0,580106.81829,5927618.705490001,53.49143,10.20744,Bergedorf,Lohbrügge,67.54274056766121
5N_GFt0eu3sCXEbvuWF_xA,€€,4.5,16,False,21031.0,579981.60404,5928751.70968,53.501630000000006,10.20584,Bergedorf,Lohbrügge,27.357070892998532
_2qYJYNRbeHNqB6W6ALWxg,€€,4.5,4,False,21031.0,579985.29495,5928062.97507,53.49544,10.20572,Bergedorf,Lohbrügge,5.847653828373707
zonrbXJvqBtw1CA_5YMJRQ,€€€,4.0,9,False,21029.0,580549.20166,5927835.53074,53.49331,10.214160000000001,Bergedorf,Bergedorf,45.409843759075926
ssPTSOBjG7hS3h7hcOHsYQ,,4.0,1,False,21031.0,579135.5568199999,5928879.9021,53.50291,10.19312,Bergedorf,Lohbrügge,4.623880713467007
uvR7nZx1CY5pKQIM48ZZGA,€€€,3.5,10,False,21031.0,579951.72453,5928792.37624,53.502,10.2054,Bergedorf,Lohbrügge,47.23096271098077
hG3SYB9Q99Y9Y1nN7UqblQ,€,4.5,2,False,21029.0,580640.64155,5927413.773130001,53.489509999999996,10.21543,Bergedorf,Bergedorf,113.98042881243758
