,distance
zCZISyTZ-_-ntKnzXaUePA,62.54119328302321
OGi20UaonbGvjXaPL6rLXw,34.91238552253659
30Xz3mel8TbRRX3IAlLVcQ,33.78933457674695
Fe56g1X4Gl_BMEqZmB-cjw,1.1166074169398472
Bf1L9FKNttL_7sYlWzxrfA,110.00252267113036
4GpEvb2Vk75StnYaC4qeaA,9.392386180227232
6ZRX2gkzFIJR5FHdcFv3nQ,33.73866493205776
0UgI_mU6LASLeUbTgEm6Yw,74.13073986597043
KNW9dbqLCDJNtGL2o-0biw,7.309301975918983
RaL2lJI6SZ65do6cTfIBzg,31.813765019984636
mskhIdQ0AtU2zD6HQ3LHhA,44.42691806461558
KXnX88Y_aVPlau75q7SLtA,38.57129467612204
iL6n3MD2huvdcvuWpDlmlg,63.75460212089796
SDX-cF25zG66QC8IBB3WeQ,78.63719324799105
rLl6tCwxKYOGXCihpf3mwA,72.40211935690219
DNUCGQzRLQKR1slpNvQydQ,32.17936764760741
DnxzX3Ukf4Si0sxDFJ-cbQ,78.63719324799105
l-FS0muqbuROPAP_4R_Plg,9.611194286553074
Y47o8F3lu0e3uZ96elthMg,28.35618427490825
9lDR8fn7TqjOQKDTg0z7bA,33.84864680161457
6ODiCCP5oZwK8p_Jt9S5rw,15.00066002065012
QGOwUn9HwVf3cOEbLJBGsw,55.98804773034466
2Tvu5vs9Y9pYG5iTcKdHTg,40.82194763354377
WPiIa5Gb52GoC8GkrZ5PIA,37.76760709329172
qiZUn38af9PeS3si8Fvn5Q,74.08668549795725
0ctlczN1ARO0HjF1xO3JVg,7.527834102935841
BownMhxWBdMjS-dCtx04Pw,20.817166849881442
ddKdcdS5gQ1ctU_K_i2HTA,85.52101757289758
dzh-C65f2F1ACj7kQjTzAw,39.18985460660144
5FEovvh1FpVlKsafCYE6Yw,63.75460212089796
2PA9Iq2hPmGYsO7cu6cZMQ,4.841778819180594
gctmNj9kDBcvTq5MyyyfRw,33.56180670278456
lH8Ymod4RdsXjlYX6UpcLQ,60.79218395816833
heVmE06Lcd3KKrlHVNZYSA,9.4591638196872
6KSU6b22N9H9HKQC8ZuIGQ,116.39277539130657
cSI2UCecXVP1wVbIMYc8yg,44.085434050393474
p76Svbc_v51GIchEWfqz_Q,60.21746673230003
zLWXj2mdGALwr_sXD893Qw,23.16404262711012
uTckTjCn1s5a_bMEKwD-Ug,34.283596944782815
Nu_jP17T-c_gSG-zV7lhQQ,42.9396297539251
aUpUwcXH49H6mXw1kuMw9Q,49.97876682599803
8giRBBJSnmq09hRMN1l38g,54.93271426210053
fnsDGlsWpmNG8DOR1qiKsw,9.987993694343032
L06GAdOtyA5GCrUjDrDlmw,23.16404262711012
eH-z4D_0m1HaN71xKExiaA,62.43481173118397
E7fuyJ0etbqJvMm8cu1DMw,25.487555185776483
ZmEJfw6CqWOPYTeJqIi8Jg,19.26671357973418
iCq9ieHPN5WxcPKPT6Ykdw,29.634860489629624
ieh-7rmSUqAwYfgSkImM9A,3.0301519349631536
cT2d2Pahuc7CYZislHoyGw,38.8944507736974
dLvDter6WJPtK_7K1zZsBg,75.40314809553705
ENgSCZar8z14J7s0-oefDA,7.091466222406093
Hs68mSrDRVhs0m68e59ePw,23.16404262711012
nRfdFEQ-CNC1jwtKjE13EQ,28.38372219125381
XQj6TM-4ezagjmJY_qWUHQ,47.97561403021827
Fkjb7JsEHcsGKKQXjUfw-w,38.54593566237295
jmaCzGWhZiyTqyBWNpw8Kw,102.39949345304163
agsFxbQGQBvZYfcNyHkhFg,72.65899784648691
SfFknAO6N2tuqYZUhus_cA,18.37026190944355
aH8otpspbETCTVVXTzibog,63.39421960623316
ZB0nnVR3i7CqvykMxxjxSA,86.30054685226273
kpULn7yxfOWYYwfWU7M5ig,54.93271426210053
KpF7kg2JBIO0KE2tbGYWUg,31.630144414272987
I8UkoDhWL5iMOVBVcXX-7A,22.877590283457412
o4ssaXvu2bzq1rtSDlA9iQ,4.916172864170646
o74sT37WfXS9qlnJK9F4Rg,48.72298546583386
o-_9ldDtdUnNiH_jF4u29w,29.634860489629624
Gv8eJ6-i_hLVAvVfh-9XaA,42.46186009316056
bysy5bhHCabV-8z7mO2Hqg,23.16404262711012
VLw4BqkmYT-O4yKXGhJTCQ,13.157667686671608
7kgD98n5qer2SUe6FHajLw,31.81172117076353
nF5l5qH9sTfgYit8rNIS1g,6.54575155483631
0HNhfAJrVtjnUngdyYWk7A,48.303458419704974
jHG8e5VYEJ0N5bbE2aHHnw,76.95430857428954
_eIzJGTL6zee0qrUPi2zRQ,81.67841175582758
h76slnRXB-F1F_7ajRmFaQ,60.426130106358286
hYZgSIROzW1RbXJHpQhFwA,33.89846547314662
ru0RbywqypL0ZjF6H9rLhg,75.34960550963287
IbCuFlSuBKCXjDbIaglUXg,83.94524739390533
tIq1SBRBK9oxrl4cM9W3Kg,16.205036400483987
bLAeZH69Zei7fWFILX5ybA,36.95875291635982
lc9AIe9Qg6qoGdP5hmx61w,4.967495782038005
8_KCb-X3F6MwPI6ae2tsLQ,31.38066893250284
_GuX6r6zS913HEFfX_jb9g,32.51825583516044
15okiYple4dJTCutCgygiA,52.678661484270364
uaVxT9mBmSD7t3K3GxcCaA,18.404843123667778
BUquzEkuhw3SJmZ_pt08-g,31.59959196846681
cmBkM8WkNzC1oO4piY3dvg,63.93926812701362
1ur4VWH_EnVK3cyHH_p7jQ,40.527920499259615
AV-RVcpCmZ2SwVyd6RZR9Q,26.76357682970955
OjuVO3sB_a8CQRKX21ctNg,52.80802864642116
zjU8sl3PNnw59FuUDcTxmw,7.816171526615326
s6U3uDUPKiGu9SDVeFte7w,62.013200581086224
pAULuFrzubYmxMVrEd_bog,37.07655777003365
xsZHnSCWIgqF8i1isIPxSQ,19.357133765251124
7v0u6Xs6eJeHsFx_JPt8SQ,33.56383968408663
d31D5VwmAC9qRuMdi_V6-A,85.74831041104366
Iu61_gH0miU4f0EhI35IbA,104.0701747468757
Jn8c0IIuvpXFrfGRpyRYSQ,87.7580945151056
xdf2da8iOMf51ugJ-gJjgA,102.80495090605102
Rz9pedAL47bEi_OHSbKK7w,116.66800682144718
H6kuNqWoasB2MdS9XWWVNg,20.521094918343607
MINkorrgtdLXu6FSxOml9Q,59.907203145577455
O35GQaMVT-mEtGfo-fOkaw,77.7842901766719
0iPBDkclx3wNqCNb-Xjw3Q,133.56035042674105
EhCaathCawGw6kxvD_8Pog,29.984953425401187
dfXIY7GDktyg21SNPdFBBA,116.0573906463544
r-BglUksU-tLQOugfb3ZSw,147.05081774295923
gna0_EG2hZyNk9kh33p3pw,40.16654193473434
xyHfgWdxDePbpM-Pqj1YrA,111.8101030642618
78h7aGzQe_bBwkSdLrF4aQ,58.912313028107114
k10-KGJ3Lku_JEVXoZzzLw,113.79348787749657
UNFhFB9DfyQ7hNFPDN2uiQ,91.21286898404892
fpSDNX3zQ3-e1dISc5DB9Q,111.4365372076678
x20LyxbXaoRj447H6hmgOw,129.74635455412843
UdI7a-jOuz2ycEIJo-04Pg,87.04146455053247
Sh_VQ0pI_KLQWz32wVbgaA,87.4019429862056
fo62bhOp3fWZzzdZb-7D8w,52.15430896485719
os2NoRdZCOMtd-eDmWZNKw,17.999302857314863
NmY2EK9PPGhHLten68sjEA,108.81865980210169
uO_w76dX7M_VFvuavXib3A,58.74431668520421
2Wp3h1UFDqgk88847omfgQ,50.54265100444184
Jk8Bn-8ocxpZJFm12orGIw,22.320479124712936
cMw6pwHFr5nsff9zLFRcAw,46.32784117993883
