,no,distance
ulId7v6FFfZtBY8L39kcyw,2295,135.83971087963025
cRDdhjyG3v14l9ktV4CUvQ,2296,54.95214966641017
B_-TIhQWnGnHDdoxht9jWw,2297,107.24542938189207
X22OdJglJoiMPE4xKZRtSQ,2298,171.2249995040445
I9HKXbHcNcvmbk-wUpO4Ig,2299,123.85451084190204
IqKPe9y8xoJcW5ZmDg94RQ,2300,223.31819061430204
15wklng58ZnVX5IDjBeS_w,2301,151.93231605592698
ewf7-PCavgLrFJFq-9LPmg,2302,84.68875463102545
oYhu6LqMt0o9K-KO9pZOVQ,2303,122.24138353213651
twyPJHylpeATFt8TvhD_gw,2304,85.49257625935283
mivnc30F7ckMWuZDwcWqiA,2305,66.86397240196757
NT9UEhiFEBBb-vDkIolCog,2306,47.41908302705508
gphUDUa_GB0ILNuECyIy9A,2307,159.92074788821154
U2B4PmM-Yj_OrnrNyuIrZA,2308,212.4043262138274
XvIOim03zZNjHPP_hOKdvg,2309,98.13627402415946
eATM7P71JZ2ihBKKL7yHhA,2310,135.86864921543483
ObzSylOV-u2s5bKXE-_0Gg,2311,108.26910188299311
mplBJRHbyKkTXIFdWv5tjg,2312,100.41398141588397
imqEl_aYC4UV5HY9XZceEA,2313,179.5727038448153
rzQj062lzUlW3Vum-bF3Ig,2314,45.416684589438816
xO-2_SLOmp40hi1VtaXHzw,2315,153.73762629613938
u1jKqU5VzGypEXzDVgVjBQ,2316,149.92201474434177
G01-WrYymcu3JmbhESGV8g,2317,72.70821891939318
sEsHVsX1jjtsPuvJDFzeRQ,2318,192.76494220213982
1TuNQCGUG9rGokbxnsLDpw,2319,260.7072844732608
Kgn23NSw7w9j_cF4MKjnww,2320,74.31383712757022
mnGKPVgM9ywh8WLaXq0Y_A,2321,261.0439053176482
0hb6QH5-DxlvA6O694HGxQ,2322,117.02193874728697
uTrOJkALRA7kHjiOuKxQVA,2323,195.7455907861375
bdSLcNDy3kIHTdlkCPnIeA,2324,251.78832380957988
AMNzdfCCDPFQrvnmcF3nNA,2325,166.24052541411882
sEMYqFKWScngEV_oI1BOVw,2326,268.49514520623205
-CX0FHN7iOatGW6nzfYn2g,2327,127.73794386122907
UMorpz9aUP2Od_rT2cvbfA,2328,98.05572007573872
t0Nb2WnIb-Q9_CztzAJA4Q,2329,122.24138353213651
nO6BC2QOsIAo96W0c28sfw,2330,280.79457031704067
1MK74atVsp9peE0puGtCBg,2331,55.1400565830465
-2bq0h2R9hqFsHbUaa3WuA,2332,26.595437834215097
FvOE4j-zZw1lYsdHte5LRQ,2333,57.9695887962886
6iKUe38dSV5L7Rs8mDL3Yw,2334,12.539502589487613
fEv8JP5XZZf1bLstqyyRsQ,2335,121.7427259306693
Sk2N-wOhE1Kh1jthgkXcvA,2336,96.51542955072871
5aug3-JA95fIytdwuzi19Q,2337,122.14777566915815
SnWsU7iRfLl8pSMqcTVBqw,2338,139.396638236755
7ttMQB1ErZ9z8vNVmPDhXQ,2339,250.70504343619137
-U-2RxYNd8E3fTV9sdwzAA,2340,161.3693575348421
OqNSXBs6EvuQv--K6Ps7DA,2341,212.06549788596755
a_WVWy6H1uXTB5BB0u1iaQ,2342,102.99026048681218
74ftymkNxFS6eg-NFMTypQ,2343,310.3604244349171
XgffQh-unG7lx4uWNySwbA,2344,142.38676490170212
P_lqm_xhmakgxFEnHr7C0w,2345,40.74281371480043
zMEYAlPgC8hmHzZ5DcgZ5g,2346,274.93798825810404
bfGov-Mdzx1oqrp_aDwgIg,2347,87.35112758464145
kkYgNFjF7HhGHjVvzpE9mQ,2348,45.74403804119951
wO7_M6K-hVmbRBriyCJ64g,2349,212.17797136818393
Kv1irUFuYzLzdqrNi5GGFg,2350,248.93034316649005
m6whqSNYR_o5qInFI0fhMw,2351,122.24138353213651
PmsMZqpZyLOayaj5Yi3TFA,2352,158.46462860412964
oAzKkMQAFSMHXaWM6opTwA,2353,234.4142933357196
ObkiMFgeU3angttJ4zUBzg,2354,122.26023403773057
VIlFHHADsMAPqvDyNVO6ig,2355,371.1051461781586
bizyONh82gosPgZU9Ilijg,2356,224.43065586760824
EYwIrFWjO_u5jfncKewT6A,2357,114.22772585050976
THAxUllnIXFhmeFP4CJxRQ,2358,151.83800274533593
5dhCbtaSiML-W3PdI8IY4A,2359,248.7556070003083
SChn8WwEWC2B3oEcMRkyOQ,2360,240.8574258193364
5Fzd5UFF9aHYUhIFCLcJCg,2361,187.57660470517416
9GoJkopWwedyY9fYpYfy_A,2362,95.39483269068117
l0c6eEKReNrsnCczoZ2dag,2363,88.43601955904624
PpeIXNZ4AYLVmE5o3lc7oA,2364,17.824790329715523
7U_2DLO4hEKn1f1QrKxURw,2365,97.30719185253682
sWapCmx9O0m8aDJ7KiwVPQ,2366,53.197348116753574
Ib0loCATggaiDkjWc2S0cw,2367,95.02380747434493
BA5-NSW0_WnaaGEu-c4toA,2368,37.51500761550504
OpGe1OJEVxjT8ZNEsk4JTA,2369,107.0207285503289
_L60Mh6FuXBBdizEXwssvg,2370,68.01254655199467
0rtjjs84qERlPhD69Rc80A,2371,205.75064307375305
WtbpnGtcEJTpKRvA9YkBuA,2372,27.169443957267884
Gr15a4gakDfrng6HX5k4EA,2373,51.28284356078989
SCgZkpgd50RxpulUiaU7Bg,2374,166.02741747397243
KyGT4jcVOJbnwTUZ8pJiwQ,2375,110.41832709349856
0Yg_n8D_kyqpgHWXYMmLWw,2376,105.27128872882724
FXZtBMF3YMUTioHGr9QCIw,2377,187.253499584005
dhUewdOOYPhTXr2ip8Q7TA,2378,75.56598641637545
W1FhdG0IIV7jFB4cC0dZfA,2379,291.0248876035258
LTBhp9Xo_gJdZ6zLeEvxzA,2380,87.75131702963698
-wKqmtoSOrlvvU3gZ6F_xw,2381,272.49296335963925
J_fhy6ITPO7F3JbEAI2DDw,2382,182.49595078028022
UBR13vZGVjaGwszp9c0SBA,2383,77.16599846648377
cUijiT2oQjeakLU-eAivYw,2384,270.5549552740657
AO__PWmfNJudd9dMOgONxw,2385,95.37879481246677
cGOzMBGdA4DBQ4dIOqMavw,2386,21.828461201959303
bxcXQzVAuqamyJzD4V_9sQ,2387,117.55520021022456
hT3eXmaoDzyyZS412fK7nQ,2388,51.37683057759585
-8xSkDrq6b0jp4xa-O0Viw,2389,81.70547653600462
RY1Hw5RHZiFDUl_pfT9Dpg,2390,85.73600229444874
usVa1X2FT0N58Z7xBcK8CQ,2391,67.77670449148175
wBfW7hhpUrUUQXLa0xo1dA,2392,69.43080993176952
eNk0191UuDeMcLLKj1OLuw,2393,46.63349150875646
GsurUUp9bqSamCteiUpQ4Q,2394,55.69171879748284
u81B_ybiRK1NTWq-lQOTPw,2395,141.06000929592724
2ueMTWEKS6rvsOQdagvu8g,2396,67.55976060902313
qzQOdFtna3CkQeZLdwTtBA,2397,110.89408861635796
2Y6c3FgNAsGLWZCthowbGg,2398,94.93506019843207
XqpZdHONY8qr92oPJa2cdg,2399,173.80300983670102
0_pFMp1hN076LQXGf9j26w,2400,84.47033431996684
ytbv8mLA-ctZw9xB0dnMiw,2401,75.72629240033154
oTPtt5hJOqs4SbFMWj03EA,2402,95.92415598584935
jkRjz98q09lDgBLMPvwkAQ,2403,123.24581645295865
X6z20azUalqp2VBMP1ZU6g,2404,111.91978187848513
2R3BM1knkDjeqwGkMK1FbA,2405,165.85282142248352
hKcWp4OfS4Ggs4akB4FazA,2406,51.48227086322318
gOy2wxEoQzpucSVpdGZbxA,2407,143.02500989590757
-qFOysYddm16XGuSTggVHA,2408,55.716935119180874
odBDWtiKiQMtVC9Eb7i_zg,2409,40.7646365563472
R22M1LDH_Kton1J-daLwwg,2410,140.30198816460486
ordWXxpxFdt5O5qs7w1kDw,2411,56.753039459160895
LCNMxBiAbv5z6xKJakS67A,2412,76.61558354340829
FNTK2TF7HmeQUPLXxadN-g,2413,38.89722347028048
rC23Eqdm2lOrJdbtmtWowg,2414,207.88842585601586
b7IwaD4E0h6k2SNZG2z1dw,2415,84.47033431996684
xFwpDa9hOqFIVdCXr3EDjg,2416,187.62798771496048
JRvXW8Mxz_0aL7vV1soQcA,2417,155.75211385612226
a1N_DBTA91w59kBvcVluaA,2418,15.414473795903604
gQ09amxaKzDenTb6w1jsOA,2419,123.86865816078804
DjsF_oRkhVQQbZeDPWDFFw,2420,64.9712323728402
UPuh64tJNNta2plZVvZjMA,2421,42.94992761297736
OCeRH_NSKX_IFByv4Q01BQ,2422,80.34544100063555
b0XCD_C_wWJfTpUbBW--kA,2423,93.57174742033185
JhKAgKjSuhzATNByqHTANw,2424,95.22818171664125
yJtnztYX1V70V7_wvNp2fw,2425,95.91931672386832
W_jvF2Nk3xEdDcpsER__QA,2426,138.90764593087627
xPfXXzAB6TE4RJaiL1qABA,2427,202.69243832062315
TRnkDO4jOiNSV7aP-Lnaqw,2428,175.62549782773377
55jHAyWMxY9_LoPfAMMEBg,2429,64.50280119213794
2ibYIDHwmgle6zuoJ5SHkQ,2430,160.58517975531348
XQ4wQ5Yzr38AIy8poxa5xA,2431,130.74626889191526
xNajXLK9aLc1aKUpMWszXA,2432,28.97766009831257
wdbpGLMljtPesAspUMePWA,2433,74.06521128555356
5TjilN9cOWAfKsRr8uRjeA,2434,150.85139467298055
xLtc8ieVNYyjnCI06Ob79A,2435,175.26372131595275
P5N-xyzNtisUnpMsCobMaQ,2436,24.706702657781765
GMgXnnABJQ7toaUtgWkgTQ,2437,58.437702829846636
lvCy1iA9tp-OA2Y4czl_-w,2438,105.80389210722184
ObE8tNAibi11mHCnqtu9Uw,2439,71.8644727921794
IFlktnEnljg-rrhDyireaQ,2440,141.20993960503375
lHQC_K6CHaYFKzC2NG066A,2441,121.40850194950656
nKC1f9OfL7ocoiraNOJrQA,2442,53.39361806880025
_pbeMqhzNnIxR3VT38zzdQ,2443,73.93625593293974
vIGH1fiPnzFdlu_sGaBcmA,2444,59.103359715944904
4mb5yTIDa0J5lE7EO5TU6g,2445,126.8288673017056
5JGVMobEa1GxZdY29pVoXA,2446,231.92579783972712
56ji4Ys7MKUwvd8Bx6PKMA,2447,69.70691151700949
IPO-_x2dwZFbCyS3tdfsaA,2448,133.11406832479182
8kajAjfOe80lmJpWSXIDHg,2449,61.88401946834235
5MwlB28Gs3ZzxlwWA2RGag,2450,84.54205366798426
aBCZPj2lzuIaJ6L5cogpgA,2451,171.52704572397977
52QxFrFICSW-iHj5Oh4WMA,2452,7.5966870834801785
wWJ5Gnrf0h4tM2JQgxz1sQ,2453,144.5947307176279
PMGBFSHLx5y5JRsFuGV6fg,2454,141.94849184192609
OviSwyOKXVeKrfxVJiKa7A,2455,55.716935119180874
9Hjnm86lBVYe8r3rxkIyRw,2456,31.183811592400723
FOtSLCPpZ5VGBGgg6QUVZw,2457,59.32123501715359
LbheAJu1S0hF6mpzbAwoKw,2458,76.80211596704247
WAP5fUfxP1mPsQhcn_yePA,2459,95.91931672386832
NpLa9Q1CrWCUC2YDb6WQvQ,2460,67.96751003817785
AxmfG89-Qum3-4MPX3AptQ,2461,176.21240894288692
ASrkFHinp2xAaDIkc4raAA,2462,145.28758050252742
gvN1SNC-o0fkJFyDsAObuA,2463,75.57966088200192
Q3dbVFvj8oo7dR6_volQFA,2464,57.53977360170295
DBJKy2mQ_-jMJKfSwSVWjQ,2465,164.7426031129678
EWmT7-Nwgm_wxz3V2OCkZQ,2466,49.56269675316438
M4Uqs8akqGxbJSDHX_7T8w,2467,94.41718575264474
P8CNibVAvjHOsM6ld28aOg,2468,169.2056630298414
c6R8W8QuDtKdcluYkJWNlg,2469,192.81481327152807
mSd42de0m8jfflbWilJzuw,2470,113.45378377098731
1F1qeAGTy9bTexDqbjKUvQ,2471,135.29180104331942
af8cGWSlGRpPkj9rFZ94tw,2472,93.13394928156836
Xa9NCe1WUgJXye3oYUWd2w,2473,141.06000929592724
lWb5EWO3b54UcxZKRogyrw,2474,104.9430886837
p0U0OTu9LvEXYIrNMEzj_A,2475,32.27749736197367
qD1CGQH7gj_wQf4hLSJPmw,2476,17.08023669262643
dIaxRSq7x6TNg_VsZ_7lXg,2477,156.86033549032211
A6E4PXnh0a6eUrFpdusW_A,2478,92.85441276251835
MCX7fE69i3tzsPaEUHgfTQ,2479,20.48210447382728
lnUOjxh-2fUckVstHkyUXA,2480,73.66882009072184
PdFtFABFlHnw2tFO7g-GMQ,2481,75.57966088200192
LMdAEJ3NqqnBykzjM-y94Q,2482,75.87242698490977
V77qVscgxQ2UUBx5RhzWaw,2483,42.71806448173114
S0iyHqWxJuKS1XpnpYZDsw,2484,121.32244038948846
IyHKXVYgVjF3uHl_x8BTug,2485,159.64828735803982
JHEJnQU0KAAuBxVmP-IxZQ,2486,64.38418944923453
Nvv6jRIfOWhi2Cc6WSxVKA,2487,134.9331838422433
9Ap8e5eOvuwGB4nKiAs_ew,2488,79.28429355505251
g9PLNBNAIe9CRNYYYuT2Mw,2489,184.27091426401188
gRM8I0j9Qqff90A21w6hOA,2490,151.3929417147896
aq4Sd6kEb9b2b2o2dV1wyg,2491,85.1630334429538
_x3nDe402yidUc9jL3oElw,2492,67.2696388682564
ulGzADfVgeBesptFewL46g,2493,141.84854876242224
1n0BylsLWNHoVRZd1QMgxg,2494,112.0584250200777
