,id,price,rating,review_count,is_closed,zip_code,epsg25832_latitude,epsg25832_longitude,epsg4326_latitude,epsg4326_longitude,success
162,fn9G7u7Ok4u5aLwtY3Ok4Q,€,4.5,5,False,21079.0,566347.1004416469,5922133.886398427,53.44405,9.99892,-0.4550963713523659
163,XpcjjoBY2o47QXsa_KatYA,€€,3.5,10,False,21077.0,565174.4819696475,5922570.028348017,53.44811609999999,9.981358300000002,-0.5433311851483276
164,afQhj6UkcZ3z49pd-tdKzg,€€,3.5,14,False,21073.0,565556.9064914183,5922782.6850566,53.4499799,9.987160000000001,-0.4528702606046943
165,94Zk6MIaVfxFKUcaFvy-NQ,€€,4.0,9,False,21079.0,565653.1367554897,5922836.324591898,53.45045,9.98862,-0.5659464162842359
166,wblfKYOU-lF0ijpsXQNFQA,,2.5,2,False,21079.0,565645.7857299987,5922839.560695548,53.450480000000006,9.98851,-0.22495202244293164
167,tSgLnQpFHxEmy4v_b7MOlA,€€,3.0,1,False,21079.0,565853.2209627166,5922455.23188109,53.446999999999996,9.99155264562841,-0.7468682653715025
168,_LxqJQqvVtbccu8u0A-28w,,3.0,1,False,21077.0,565362.0587788111,5921648.244366654,53.439808400000004,9.9839908,-0.5904990589126955
169,ykRtViJfcQxt1VKtK-ojcg,€€,3.5,6,False,21224.0,559026.1770771868,5921758.31449979,53.44154520000001,9.888641400000001,-0.6337921096919609
170,sv5L_hgf5LseYmGlwvPDNA,€€,3.5,17,False,21224.0,559735.5358529092,5921550.775403758,53.4396,9.899280000000001,-0.38502456719696937
171,0Sr4gLsxW7lthpSHSvQiLA,,3.0,2,False,21149.0,557655.4355115999,5922754.461104691,53.45065,9.86819,-0.22495202244293164
172,g8kBMmjQyqujHvDNxNENJA,€€,3.5,14,False,21224.0,560038.8132639385,5921576.861620091,53.4398,9.90385,-0.4528702606046943
173,l2udFcs0_5l2JWJtUnTwRQ,,3.5,4,False,21224.0,560113.9993407446,5922058.886914902,53.444123700000006,9.905073800000002,0.5061420504965961
174,Cf-sLIwvllFcN6QwXUH3MA,€€€,4.0,13,False,21075.0,561397.2654521096,5923074.090557545,53.4531,9.92459,-0.5359371913627893
175,GXPKNQKMxeSXcIkc1uGpBg,€€,4.0,16,False,21077.0,562243.7015057554,5922705.368959567,53.4496867879809,9.93726177417375,-0.40763979833287767
