field_1,x,y,distance_to_water,restaurant_density,gml_id,OBJECTID,Bezirk_Name,Stadtteil,Ortsteilnummer,Bezirk,SHP_Length,SHP_Area
1025,574645.00000,5927563,68.46208,0,F17__160,160,Bergedorf,Allermöhe,610,6,21057.90924,8645889.43925
1026,574645.00000,5928563,215.09744,0,F17__163,163,Bergedorf,Billwerder,611,6,16612.13926,9460958.97256
1027,574645.00000,5929563,11.20941,0,F17__163,163,Bergedorf,Billwerder,611,6,16612.13926,9460958.97256
1028,574645.00000,5930563,105.42292,0,F17__151,151,Bergedorf,Lohbrügge,601,6,21815.21793,13038704.46588
1029,574645.00000,5931563,138.54343,2,F17__31,31,Hamburg-Mitte,Billstedt,130,1,21984.92558,16912571.87728
1030,574645.00000,5932563,20.66013,3,F17__31,31,Hamburg-Mitte,Billstedt,130,1,21984.92558,16912571.87728
1031,574645.00000,5933563,54.02893,0,F17__31,31,Hamburg-Mitte,Billstedt,130,1,21984.92558,16912571.87728
1032,574645.00000,5934563,65.05952,0,F17__31,31,Hamburg-Mitte,Billstedt,130,1,21984.92558,16912571.87728
1033,574645.00000,5935563,44.33894,0,F17__31,31,Hamburg-Mitte,Billstedt,130,1,21984.92558,16912571.87728
1034,574645.00000,5936563,132.17100,2,F17__137,137,Wandsbek,Jenfeld,512,5,10495.47826,4987907.45543
1035,574645.00000,5937563,45.84000,2,F17__137,137,Wandsbek,Jenfeld,512,5,10495.47826,4987907.45543
1036,574645.00000,5938563,349.98415,4,F17__126,126,Wandsbek,Tonndorf,513,5,10003.49828,3938546.43775
1037,574645.00000,5939563,124.89729,1,F17__133,133,Wandsbek,Farmsen-Berne,514,5,16612.65473,8220629.89820
1038,574645.00000,5940563,138.79247,1,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1039,574645.00000,5941563,153.78312,0,F17__133,133,Wandsbek,Farmsen-Berne,514,5,16612.65473,8220629.89820
1040,574645.00000,5942563,183.18865,0,F17__133,133,Wandsbek,Farmsen-Berne,514,5,16612.65473,8220629.89820
1041,574645.00000,5943563,50.78741,0,F17__133,133,Wandsbek,Farmsen-Berne,514,5,16612.65473,8220629.89820
1042,574645.00000,5944563,111.06024,1,F17__143,143,Wandsbek,Sasel,518,5,16849.48812,8357469.70019
1043,574645.00000,5945563,73.37471,0,F17__143,143,Wandsbek,Sasel,518,5,16849.48812,8357469.70019
1044,574645.00000,5946563,350.30027,0,F17__134,134,Wandsbek,Bergstedt,524,5,15151.77649,7035939.47283
1045,574645.00000,5947563,57.22774,4,F17__134,134,Wandsbek,Bergstedt,524,5,15151.77649,7035939.47283
1046,574645.00000,5948563,127.73152,0,F17__134,134,Wandsbek,Bergstedt,524,5,15151.77649,7035939.47283
1047,574645.00000,5949563,38.82749,0,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1048,574645.00000,5950563,135.05346,0,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1049,574645.00000,5951563,143.22317,2,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1050,574645.00000,5952563,69.98954,0,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1057,575645.00000,5920563,17.05303,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1058,575645.00000,5921563,31.56619,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1059,575645.00000,5922563,79.23885,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1060,575645.00000,5923563,23.91418,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1061,575645.00000,5924563,51.18614,0,F17__158,158,Bergedorf,Reitbrook,609,6,13430.04464,6925582.02266
1062,575645.00000,5925563,19.24855,0,F17__160,160,Bergedorf,Allermöhe,610,6,21057.90924,8645889.43925
1063,575645.00000,5926563,135.77635,0,F17__160,160,Bergedorf,Allermöhe,610,6,21057.90924,8645889.43925
1064,575645.00000,5927563,25.07503,0,F17__164,164,Bergedorf,Neuallermöhe,615,6,9963.95216,4201825.81238
1065,575645.00000,5928563,45.32587,0,F17__163,163,Bergedorf,Billwerder,611,6,16612.13926,9460958.97256
1066,575645.00000,5929563,44.15055,0,F17__151,151,Bergedorf,Lohbrügge,601,6,21815.21793,13038704.46588
1067,575645.00000,5930563,37.80528,0,F17__151,151,Bergedorf,Lohbrügge,601,6,21815.21793,13038704.46588
1068,575645.00000,5931563,320.51477,0,F17__31,31,Hamburg-Mitte,Billstedt,130,1,21984.92558,16912571.87728
1069,575645.00000,5932563,63.91425,0,F17__31,31,Hamburg-Mitte,Billstedt,130,1,21984.92558,16912571.87728
1070,575645.00000,5933563,85.96478,1,F17__31,31,Hamburg-Mitte,Billstedt,130,1,21984.92558,16912571.87728
1071,575645.00000,5934563,79.26880,0,F17__31,31,Hamburg-Mitte,Billstedt,130,1,21984.92558,16912571.87728
1072,575645.00000,5935563,59.37587,1,F17__31,31,Hamburg-Mitte,Billstedt,130,1,21984.92558,16912571.87728
1073,575645.00000,5936563,235.70334,2,F17__137,137,Wandsbek,Jenfeld,512,5,10495.47826,4987907.45543
1074,575645.00000,5937563,52.09129,1,F17__137,137,Wandsbek,Jenfeld,512,5,10495.47826,4987907.45543
1075,575645.00000,5938563,467.98314,1,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1076,575645.00000,5939563,35.57088,3,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1077,575645.00000,5940563,156.80445,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1078,575645.00000,5941563,17.53305,1,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1079,575645.00000,5942563,286.24939,4,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1080,575645.00000,5943563,79.60630,0,F17__133,133,Wandsbek,Farmsen-Berne,514,5,16612.65473,8220629.89820
1081,575645.00000,5944563,105.33435,0,F17__145,145,Wandsbek,Volksdorf,525,5,18775.51272,11567928.79128
1082,575645.00000,5945563,30.30036,0,F17__145,145,Wandsbek,Volksdorf,525,5,18775.51272,11567928.79128
1083,575645.00000,5946563,233.64127,0,F17__134,134,Wandsbek,Bergstedt,524,5,15151.77649,7035939.47283
1084,575645.00000,5947563,230.61084,1,F17__134,134,Wandsbek,Bergstedt,524,5,15151.77649,7035939.47283
1085,575645.00000,5948563,64.64257,0,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1086,575645.00000,5949563,33.29795,0,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1087,575645.00000,5950563,136.85299,0,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1088,575645.00000,5951563,124.00084,0,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1089,575645.00000,5952563,58.20387,0,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1090,575645.00000,5953563,49.29777,0,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1094,576645.00000,5918563,19.92587,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1095,576645.00000,5919563,13.19638,1,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1096,576645.00000,5920563,28.30857,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1097,576645.00000,5921563,9.85745,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1098,576645.00000,5922563,165.13485,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1099,576645.00000,5923563,24.78301,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1100,576645.00000,5924563,17.17362,0,F17__158,158,Bergedorf,Reitbrook,609,6,13430.04464,6925582.02266
1101,576645.00000,5925563,10.04779,0,F17__160,160,Bergedorf,Allermöhe,610,6,21057.90924,8645889.43925
1102,576645.00000,5926563,85.41305,0,F17__164,164,Bergedorf,Neuallermöhe,615,6,9963.95216,4201825.81238
1103,576645.00000,5927563,40.08723,0,F17__163,163,Bergedorf,Billwerder,611,6,16612.13926,9460958.97256
1104,576645.00000,5928563,110.72623,0,F17__163,163,Bergedorf,Billwerder,611,6,16612.13926,9460958.97256
1105,576645.00000,5929563,109.45884,0,F17__151,151,Bergedorf,Lohbrügge,601,6,21815.21793,13038704.46588
1106,576645.00000,5930563,56.42473,1,F17__151,151,Bergedorf,Lohbrügge,601,6,21815.21793,13038704.46588
1107,576645.00000,5931563,186.80161,0,F17__31,31,Hamburg-Mitte,Billstedt,130,1,21984.92558,16912571.87728
1108,576645.00000,5932563,103.52511,0,F17__31,31,Hamburg-Mitte,Billstedt,130,1,21984.92558,16912571.87728
1110,576645.00000,5934563,64.92683,0,F17__31,31,Hamburg-Mitte,Billstedt,130,1,21984.92558,16912571.87728
1113,576645.00000,5937563,157.85929,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1114,576645.00000,5938563,110.29130,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1115,576645.00000,5939563,160.80771,2,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1116,576645.00000,5940563,59.81652,5,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1117,576645.00000,5941563,104.58330,1,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1118,576645.00000,5942563,204.82907,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1119,576645.00000,5943563,108.47399,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1120,576645.00000,5944563,125.86795,0,F17__145,145,Wandsbek,Volksdorf,525,5,18775.51272,11567928.79128
1121,576645.00000,5945563,38.67287,3,F17__145,145,Wandsbek,Volksdorf,525,5,18775.51272,11567928.79128
1122,576645.00000,5946563,41.98445,0,F17__145,145,Wandsbek,Volksdorf,525,5,18775.51272,11567928.79128
1127,576645.00000,5951563,18.55200,0,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1128,576645.00000,5952563,323.60598,0,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1129,576645.00000,5953563,148.08259,0,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1130,576645.00000,5954563,155.38703,0,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1132,577645.00000,5917563,28.18629,3,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1133,577645.00000,5918563,30.46302,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1134,577645.00000,5919563,19.76940,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1135,577645.00000,5920563,31.04361,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1136,577645.00000,5921563,178.42015,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1137,577645.00000,5922563,1.50728,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1138,577645.00000,5923563,47.26022,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1139,577645.00000,5924563,15.90772,0,F17__158,158,Bergedorf,Reitbrook,609,6,13430.04464,6925582.02266
1140,577645.00000,5925563,29.31283,1,F17__160,160,Bergedorf,Allermöhe,610,6,21057.90924,8645889.43925
1141,577645.00000,5926563,15.32899,4,F17__164,164,Bergedorf,Neuallermöhe,615,6,9963.95216,4201825.81238
1142,577645.00000,5927563,7.11639,0,F17__163,163,Bergedorf,Billwerder,611,6,16612.13926,9460958.97256
1143,577645.00000,5928563,113.36724,0,F17__163,163,Bergedorf,Billwerder,611,6,16612.13926,9460958.97256
1144,577645.00000,5929563,55.69585,0,F17__151,151,Bergedorf,Lohbrügge,601,6,21815.21793,13038704.46588
1145,577645.00000,5930563,65.94117,0,F17__151,151,Bergedorf,Lohbrügge,601,6,21815.21793,13038704.46588
1153,577645.00000,5938563,327.64900,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1154,577645.00000,5939563,74.09218,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1155,577645.00000,5940563,167.66683,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1156,577645.00000,5941563,98.01319,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1157,577645.00000,5942563,129.89228,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1158,577645.00000,5943563,67.91387,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1159,577645.00000,5944563,226.61391,0,F17__145,145,Wandsbek,Volksdorf,525,5,18775.51272,11567928.79128
1160,577645.00000,5945563,43.01186,0,F17__145,145,Wandsbek,Volksdorf,525,5,18775.51272,11567928.79128
1161,577645.00000,5946563,73.64389,0,F17__145,145,Wandsbek,Volksdorf,525,5,18775.51272,11567928.79128
1167,577645.00000,5952563,94.92306,0,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1168,577645.00000,5953563,222.88883,0,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1169,577645.00000,5954563,116.15416,0,F17__142,142,Wandsbek,Wohldorf-Ohlstedt,523,5,23638.14385,17277651.41890
1171,578645.00000,5917563,31.54540,4,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1172,578645.00000,5918563,54.50044,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1173,578645.00000,5919563,24.32025,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1174,578645.00000,5920563,19.49139,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1175,578645.00000,5921563,9.75211,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1176,578645.00000,5922563,48.03394,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1177,578645.00000,5923563,23.90024,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1178,578645.00000,5924563,6.47578,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1179,578645.00000,5925563,42.21053,0,F17__162,162,Bergedorf,Bergedorf,602,6,16698.71798,5161664.52952
1180,578645.00000,5926563,29.74223,0,F17__162,162,Bergedorf,Bergedorf,602,6,16698.71798,5161664.52952
1181,578645.00000,5927563,55.22200,1,F17__162,162,Bergedorf,Bergedorf,602,6,16698.71798,5161664.52952
1182,578645.00000,5928563,49.21302,0,F17__151,151,Bergedorf,Lohbrügge,601,6,21815.21793,13038704.46588
1183,578645.00000,5929563,116.00199,1,F17__151,151,Bergedorf,Lohbrügge,601,6,21815.21793,13038704.46588
1192,578645.00000,5938563,197.69598,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1193,578645.00000,5939563,262.85603,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1194,578645.00000,5940563,138.05752,1,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1195,578645.00000,5941563,97.54058,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1196,578645.00000,5942563,55.89057,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1197,578645.00000,5943563,264.36587,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1198,578645.00000,5944563,120.65652,1,F17__145,145,Wandsbek,Volksdorf,525,5,18775.51272,11567928.79128
1199,578645.00000,5945563,226.42175,1,F17__145,145,Wandsbek,Volksdorf,525,5,18775.51272,11567928.79128
1210,579645.00000,5917563,10.00337,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1211,579645.00000,5918563,17.65852,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1212,579645.00000,5919563,9.43013,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1213,579645.00000,5920563,34.82968,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1214,579645.00000,5921563,19.05780,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1215,579645.00000,5922563,32.46728,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1216,579645.00000,5923563,52.15597,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1217,579645.00000,5924563,1.61396,1,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1218,579645.00000,5925563,41.56720,0,F17__152,152,Bergedorf,Curslack,604,6,17101.79864,10568284.88330
1219,579645.00000,5926563,31.30630,3,F17__162,162,Bergedorf,Bergedorf,602,6,16698.71798,5161664.52952
1220,579645.00000,5927563,7.15013,3,F17__151,151,Bergedorf,Lohbrügge,601,6,21815.21793,13038704.46588
1221,579645.00000,5928563,69.96768,9,F17__151,151,Bergedorf,Lohbrügge,601,6,21815.21793,13038704.46588
1222,579645.00000,5929563,119.92639,0,F17__151,151,Bergedorf,Lohbrügge,601,6,21815.21793,13038704.46588
1235,579645.00000,5942563,159.84571,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1236,579645.00000,5943563,129.84475,0,F17__148,148,Wandsbek,Rahlstedt,526,5,26420.18242,26548334.65418
1249,580645.00000,5917563,8.80241,1,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1250,580645.00000,5918563,6.51091,1,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1251,580645.00000,5919563,11.78372,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1252,580645.00000,5920563,18.13929,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1253,580645.00000,5921563,9.64820,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1254,580645.00000,5922563,16.81752,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1255,580645.00000,5923563,12.64509,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1256,580645.00000,5924563,9.68652,0,F17__152,152,Bergedorf,Curslack,604,6,17101.79864,10568284.88330
1257,580645.00000,5925563,42.53662,0,F17__152,152,Bergedorf,Curslack,604,6,17101.79864,10568284.88330
1258,580645.00000,5926563,16.51588,3,F17__159,159,Bergedorf,Bergedorf,603,6,13929.56606,5187204.07045
1259,580645.00000,5927563,179.51897,11,F17__162,162,Bergedorf,Bergedorf,602,6,16698.71798,5161664.52952
1260,580645.00000,5928563,153.32133,0,F17__151,151,Bergedorf,Lohbrügge,601,6,21815.21793,13038704.46588
1261,580645.00000,5929563,156.09767,0,F17__151,151,Bergedorf,Lohbrügge,601,6,21815.21793,13038704.46588
1288,581645.00000,5917563,28.38252,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1289,581645.00000,5918563,55.41168,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1290,581645.00000,5919563,40.69630,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1291,581645.00000,5920563,2.02689,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1292,581645.00000,5921563,38.17343,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1293,581645.00000,5922563,16.51730,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1294,581645.00000,5923563,23.94435,0,F17__152,152,Bergedorf,Curslack,604,6,17101.79864,10568284.88330
1295,581645.00000,5924563,1.77084,0,F17__152,152,Bergedorf,Curslack,604,6,17101.79864,10568284.88330
1296,581645.00000,5925563,19.67443,1,F17__159,159,Bergedorf,Bergedorf,603,6,13929.56606,5187204.07045
1297,581645.00000,5926563,111.51051,0,F17__159,159,Bergedorf,Bergedorf,603,6,13929.56606,5187204.07045
1298,581645.00000,5927563,88.14823,2,F17__162,162,Bergedorf,Bergedorf,602,6,16698.71798,5161664.52952
1327,582645.00000,5917563,8.69001,0,F17__154,154,Bergedorf,Kirchwerder,607,6,32767.41292,32296670.14606
1328,582645.00000,5918563,35.00241,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1329,582645.00000,5919563,31.73502,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1330,582645.00000,5920563,22.18229,0,F17__155,155,Bergedorf,Neuengamme,606,6,27475.32501,18608510.23447
1331,582645.00000,5921563,24.09832,0,F17__152,152,Bergedorf,Curslack,604,6,17101.79864,10568284.88330
1332,582645.00000,5922563,32.18573,0,F17__152,152,Bergedorf,Curslack,604,6,17101.79864,10568284.88330
1333,582645.00000,5923563,112.38233,0,F17__152,152,Bergedorf,Curslack,604,6,17101.79864,10568284.88330
1334,582645.00000,5924563,6.16065,0,F17__152,152,Bergedorf,Curslack,604,6,17101.79864,10568284.88330
1335,582645.00000,5925563,54.96455,0,F17__152,152,Bergedorf,Curslack,604,6,17101.79864,10568284.88330
1368,583645.00000,5919563,6.98169,0,F17__157,157,Bergedorf,Altengamme,605,6,21822.06901,15605402.11712
1369,583645.00000,5920563,2.16541,0,F17__157,157,Bergedorf,Altengamme,605,6,21822.06901,15605402.11712
1370,583645.00000,5921563,19.92712,0,F17__157,157,Bergedorf,Altengamme,605,6,21822.06901,15605402.11712
1371,583645.00000,5922563,33.92604,0,F17__157,157,Bergedorf,Altengamme,605,6,21822.06901,15605402.11712
1372,583645.00000,5923563,23.95648,0,F17__157,157,Bergedorf,Altengamme,605,6,21822.06901,15605402.11712
1373,583645.00000,5924563,69.77553,0,F17__157,157,Bergedorf,Altengamme,605,6,21822.06901,15605402.11712
1374,583645.00000,5925563,79.20028,0,F17__159,159,Bergedorf,Bergedorf,603,6,13929.56606,5187204.07045
1408,584645.00000,5920563,31.58511,0,F17__157,157,Bergedorf,Altengamme,605,6,21822.06901,15605402.11712
1409,584645.00000,5921563,24.05852,0,F17__157,157,Bergedorf,Altengamme,605,6,21822.06901,15605402.11712
1410,584645.00000,5922563,33.13611,0,F17__157,157,Bergedorf,Altengamme,605,6,21822.06901,15605402.11712
1411,584645.00000,5923563,24.62181,0,F17__157,157,Bergedorf,Altengamme,605,6,21822.06901,15605402.11712
1447,585645.00000,5920563,2.30637,1,F17__157,157,Bergedorf,Altengamme,605,6,21822.06901,15605402.11712
1448,585645.00000,5921563,20.06900,0,F17__157,157,Bergedorf,Altengamme,605,6,21822.06901,15605402.11712
1449,585645.00000,5922563,29.92689,0,F17__157,157,Bergedorf,Altengamme,605,6,21822.06901,15605402.11712
1450,585645.00000,5923563,98.40172,0,F17__157,157,Bergedorf,Altengamme,605,6,21822.06901,15605402.11712
1487,586645.00000,5921563,23.02993,0,F17__157,157,Bergedorf,Altengamme,605,6,21822.06901,15605402.11712
